time (us),gyro,sim ACC,mag,alt (m),temp,time (s),Senor Acc (m/s^2),Sensor Acc (gs)
25440000,0,4080,0,3.365,25.5,25.44,9.8112072,1.000123058
25506250,0,4095,0,0.67,25.5,25.50625,9.8112072,1.000123058
25572500,0,4125,0,1.862,25.5,25.5725,9.8112072,1.000123058
25638750,0,4090,0,1.19,25.5,25.63875,9.8112072,1.000123058
25705000,0,4091,0,-0.295,25.5,25.705,9.8112072,1.000123058
25771250,0,4093,0,-0.363,25.5,25.77125,9.8112072,1.000123058
25837500,0,4094,0,1.809,25.5,25.8375,9.8112072,1.000123058
25903750,0,4114,0,-0.448,25.5,25.90375,9.8112072,1.000123058
25970000,0,4116,0,-3.154,25.5,25.97,9.8112072,1.000123058
26036250,0,4097,0,-1.443,25.5,26.03625,9.8112072,1.000123058
26102500,0,4080,0,-3.138,25.5,26.1025,9.8112072,1.000123058
26168750,0,4107,0,-3.159,25.5,26.16875,9.8112072,1.000123058
26235000,0,4108,0,2.22,25.5,26.235,9.8112072,1.000123058
26301250,0,4083,0,-0.643,25.5,26.30125,9.8112072,1.000123058
26367500,0,4116,0,3.967,25.5,26.3675,9.8112072,1.000123058
26433750,0,4123,0,-0.997,25.5,26.43375,9.8112072,1.000123058
26500000,0,4100,0,2.157,25.5,26.5,9.8112072,1.000123058
26566250,0,4070,0,-0.276,25.5,26.56625,9.8112072,1.000123058
26632500,0,4092,0,3.04,25.5,26.6325,9.8112072,1.000123058
26698750,0,4092,0,-2.731,25.5,26.69875,9.8112072,1.000123058
26765000,0,4079,0,-2.498,25.5,26.765,9.8112072,1.000123058
26831250,0,4092,0,-2.006,25.5,26.83125,9.8112072,1.000123058
26897500,0,4092,0,0.609,25.5,26.8975,9.8112072,1.000123058
26963750,0,4117,0,1.925,25.5,26.96375,9.8112072,1.000123058
27030000,0,4097,0,-0.95,25.5,27.03,9.8112072,1.000123058
27096250,0,4108,0,-0.916,25.5,27.09625,9.8112072,1.000123058
27162500,0,4117,0,0.213,25.5,27.1625,9.8112072,1.000123058
27228750,0,4126,0,-0.584,25.5,27.22875,9.8112072,1.000123058
27295000,0,4103,0,-1.104,25.5,27.295,9.8112072,1.000123058
27361250,0,4079,0,1.096,25.5,27.36125,9.8112072,1.000123058
27427500,0,4069,0,2.865,25.5,27.4275,9.8112072,1.000123058
27493750,0,4103,0,0.849,25.5,27.49375,9.8112072,1.000123058
27560000,0,4095,0,-2.005,25.5,27.56,9.8112072,1.000123058
27626250,0,4112,0,1.554,25.5,27.62625,9.8112072,1.000123058
27692500,0,4103,0,0.79,25.5,27.6925,9.8112072,1.000123058
27758750,0,4094,0,-0.548,25.5,27.75875,9.8112072,1.000123058
27825000,0,4083,0,0.74,25.5,27.825,9.8112072,1.000123058
27891250,0,4082,0,0.861,25.5,27.89125,9.8112072,1.000123058
27957500,0,4092,0,3.126,25.5,27.9575,9.8112072,1.000123058
28023750,0,4079,0,0.302,25.5,28.02375,9.8112072,1.000123058
28090000,0,4110,0,-1.988,25.5,28.09,9.8112072,1.000123058
28156250,0,4094,0,-4.35,25.5,28.15625,9.8112072,1.000123058
28222500,0,4098,0,3.024,25.5,28.2225,9.8112072,1.000123058
28288750,0,4100,0,2.764,25.5,28.28875,9.8112072,1.000123058
28355000,0,4090,0,1.996,25.5,28.355,9.8112072,1.000123058
28421250,0,4104,0,-1.036,25.5,28.42125,9.8112072,1.000123058
28487500,0,4116,0,-0.945,25.5,28.4875,9.8112072,1.000123058
28553750,0,4099,0,-0.466,25.5,28.55375,9.8112072,1.000123058
28620000,0,4097,0,-2.413,25.5,28.62,9.8112072,1.000123058
28686250,0,4073,0,-1.228,25.5,28.68625,9.8112072,1.000123058
28752500,0,4094,0,-0.812,25.5,28.7525,9.8112072,1.000123058
28818750,0,4110,0,2.195,25.5,28.81875,9.8112072,1.000123058
28885000,0,4099,0,-1.439,25.5,28.885,9.8112072,1.000123058
28951250,0,4089,0,3.519,25.5,28.95125,9.8112072,1.000123058
29017500,0,4102,0,2.62,25.5,29.0175,9.8112072,1.000123058
29083750,0,4087,0,-3.884,25.5,29.08375,9.8112072,1.000123058
29150000,0,4077,0,1.844,25.5,29.15,9.8112072,1.000123058
29216250,0,4105,0,1.918,25.5,29.21625,9.8112072,1.000123058
29282500,0,4084,0,-1.083,25.5,29.2825,9.8112072,1.000123058
29348750,0,4117,0,0.783,25.5,29.34875,9.8112072,1.000123058
29415000,0,4088,0,2.575,25.5,29.415,9.8112072,1.000123058
29481250,0,4121,0,-2.124,25.5,29.48125,9.8112072,1.000123058
29547500,0,4114,0,-0.867,25.5,29.5475,9.8112072,1.000123058
29613750,0,4092,0,-0.257,25.5,29.61375,9.8112072,1.000123058
29680000,0,4082,0,0.044,25.5,29.68,9.8112072,1.000123058
29746250,0,4110,0,-1.804,25.5,29.74625,9.8112072,1.000123058
29812500,0,4073,0,2.697,25.5,29.8125,9.8112072,1.000123058
29878750,0,4091,0,0.184,25.5,29.87875,9.8112072,1.000123058
29945000,0,4093,0,1.608,25.5,29.945,9.8112072,1.000123058
30011250,0,4127,0,1.375,25.5,30.01125,9.8112072,1.000123058
30077500,0,4066,0,-3.13,25.5,30.0775,9.8112072,1.000123058
30143750,0,4130,0,-4.473,25.5,30.14375,9.8112072,1.000123058
30210000,0,4073,0,2.237,25.5,30.21,9.8112072,1.000123058
30276250,0,4099,0,-2.144,25.5,30.27625,9.8112072,1.000123058
30342500,0,4102,0,0.453,25.5,30.3425,9.8112072,1.000123058
30408750,0,4095,0,-0.948,25.5,30.40875,9.8112072,1.000123058
30475000,0,4084,0,-1.928,25.5,30.475,9.8112072,1.000123058
30541250,0,4111,0,-3.008,25.5,30.54125,9.8112072,1.000123058
30607500,0,4081,0,0.043,25.5,30.6075,9.8112072,1.000123058
30673750,0,4091,0,0.459,25.5,30.67375,9.8112072,1.000123058
30740000,0,4098,0,-4.673,25.5,30.74,9.8112072,1.000123058
30806250,0,4116,0,2.198,25.5,30.80625,9.8112072,1.000123058
30872500,0,4092,0,0.476,25.5,30.8725,9.8112072,1.000123058
30938750,0,4084,0,2.05,25.5,30.93875,9.8112072,1.000123058
31005000,0,4092,0,3.491,25.5,31.005,9.8112072,1.000123058
31071250,0,4086,0,-0.797,25.5,31.07125,9.8112072,1.000123058
31137500,0,4084,0,0.482,25.5,31.1375,9.8112072,1.000123058
31203750,0,4109,0,2.622,25.5,31.20375,9.8112072,1.000123058
31270000,0,4083,0,-0.341,25.5,31.27,9.8112072,1.000123058
31336250,0,4097,0,-4.194,25.5,31.33625,9.8112072,1.000123058
31402500,0,4088,0,-2.271,25.5,31.4025,9.8112072,1.000123058
31468750,0,4076,0,-0.893,25.5,31.46875,9.8112072,1.000123058
31535000,0,4107,0,-0.591,25.5,31.535,9.8112072,1.000123058
31601250,0,4086,0,0.564,25.5,31.60125,9.8112072,1.000123058
31667500,0,4103,0,1.614,25.5,31.6675,9.8112072,1.000123058
31733750,0,4090,0,0.731,25.5,31.73375,9.8112072,1.000123058
31800000,0,4112,0,-2.326,25.5,31.8,9.8112072,1.000123058
31866250,0,4099,0,2.431,25.5,31.86625,9.8112072,1.000123058
31932500,0,4084,0,1.102,25.5,31.9325,9.8112072,1.000123058
31998750,0,4105,0,2.619,25.5,31.99875,9.8112072,1.000123058
32065000,0,4107,0,-0.204,25.5,32.065,9.8112072,1.000123058
32131250,0,4080,0,-1.774,25.5,32.13125,9.8112072,1.000123058
32197500,0,4079,0,-0.565,25.5,32.1975,9.8112072,1.000123058
32263750,0,4073,0,1.007,25.5,32.26375,9.8112072,1.000123058
32330000,0,4077,0,1.816,25.5,32.33,9.8112072,1.000123058
32396250,0,4106,0,3.227,25.5,32.39625,9.8112072,1.000123058
32462500,0,4114,0,1.381,25.5,32.4625,9.8112072,1.000123058
32528750,0,4115,0,-1.559,25.5,32.52875,9.8112072,1.000123058
32595000,0,4087,0,-1.352,25.5,32.595,9.8112072,1.000123058
32661250,0,4090,0,0.858,25.5,32.66125,9.8112072,1.000123058
32727500,0,4120,0,3.191,25.5,32.7275,9.8112072,1.000123058
32793750,0,4101,0,0.931,25.5,32.79375,9.8112072,1.000123058
32860000,0,4097,0,0.714,25.5,32.86,9.8112072,1.000123058
32926250,0,4083,0,-3.824,25.5,32.92625,9.8112072,1.000123058
32992500,0,4062,0,-0.361,25.5,32.9925,9.8112072,1.000123058
33058750,0,4101,0,-1.406,25.5,33.05875,9.8112072,1.000123058
33125000,0,4133,0,-0.18,25.5,33.125,9.8112072,1.000123058
33191250,0,4091,0,3.052,25.5,33.19125,9.8112072,1.000123058
33257500,0,4091,0,-0.901,25.5,33.2575,9.8112072,1.000123058
33323750,0,4107,0,-1.866,25.5,33.32375,9.8112072,1.000123058
33390000,0,4088,0,2.122,25.5,33.39,9.8112072,1.000123058
33456250,0,4092,0,0.577,25.5,33.45625,9.8112072,1.000123058
33522500,0,4122,0,1.019,25.5,33.5225,9.8112072,1.000123058
33588750,0,4099,0,1.714,25.5,33.58875,9.8112072,1.000123058
33655000,0,4102,0,1.826,25.5,33.655,9.8112072,1.000123058
33721250,0,4114,0,-2.733,25.5,33.72125,9.8112072,1.000123058
33787500,0,4110,0,2.389,25.5,33.7875,9.8112072,1.000123058
33853750,0,4092,0,-4.91,25.5,33.85375,9.8112072,1.000123058
33920000,0,4082,0,2.135,25.5,33.92,9.8112072,1.000123058
33986250,0,4070,0,-0.404,25.5,33.98625,9.8112072,1.000123058
34052500,0,4092,0,0.305,25.5,34.0525,9.8112072,1.000123058
34118750,0,4077,0,0.549,25.5,34.11875,9.8112072,1.000123058
34185000,0,4093,0,-0.265,25.5,34.185,9.8112072,1.000123058
34251250,0,4129,0,2.188,25.5,34.25125,9.8112072,1.000123058
34317500,0,4094,0,0.267,25.5,34.3175,9.8112072,1.000123058
34383750,0,4076,0,-2.557,25.5,34.38375,9.8112072,1.000123058
34450000,0,4106,0,1.956,25.5,34.45,9.8112072,1.000123058
34516250,0,4106,0,-1.259,25.5,34.51625,9.8112072,1.000123058
34582500,0,4084,0,1.806,25.5,34.5825,9.8112072,1.000123058
34648750,0,4082,0,0.332,25.5,34.64875,9.8112072,1.000123058
34715000,0,4126,0,1.827,25.5,34.715,9.8112072,1.000123058
34781250,0,4083,0,-1.995,25.5,34.78125,9.8112072,1.000123058
34847500,0,4089,0,2.075,25.5,34.8475,9.8112072,1.000123058
34913750,0,4095,0,1.522,25.5,34.91375,9.8112072,1.000123058
34980000,0,4107,0,-0.999,25.5,34.98,9.8112072,1.000123058
35046250,0,4083,0,1.611,25.5,35.04625,9.8112072,1.000123058
35112500,0,4112,0,1.888,25.5,35.1125,9.8112072,1.000123058
35178750,0,4098,0,1.21,25.5,35.17875,9.8112072,1.000123058
35245000,0,4092,0,1.629,25.5,35.245,9.8112072,1.000123058
35311250,0,4066,0,-0.417,25.5,35.31125,9.8112072,1.000123058
35377500,0,4099,0,-1.904,25.5,35.3775,9.8112072,1.000123058
35443750,0,4100,0,-3.14,25.5,35.44375,9.8112072,1.000123058
35510000,0,4085,0,-1.243,25.5,35.51,9.8112072,1.000123058
35576250,0,4122,0,-1.356,25.5,35.57625,9.8112072,1.000123058
35642500,0,4104,0,-0.301,25.5,35.6425,9.8112072,1.000123058
35708750,0,4096,0,0.729,25.5,35.70875,9.8112072,1.000123058
35775000,0,4119,0,-0.025,25.5,35.775,9.8112072,1.000123058
35841250,0,4106,0,-0.218,25.5,35.84125,9.8112072,1.000123058
35907500,0,4102,0,0.204,25.5,35.9075,9.8112072,1.000123058
35973750,0,4115,0,-2.742,25.5,35.97375,9.8112072,1.000123058
36040000,0,4120,0,-0.812,25.5,36.04,9.8112072,1.000123058
36106250,0,4093,0,0.004,25.5,36.10625,9.8112072,1.000123058
36172500,0,4094,0,-0.293,25.5,36.1725,9.8112072,1.000123058
36238750,0,4096,0,1.063,25.5,36.23875,9.8112072,1.000123058
36305000,0,4084,0,0.086,25.5,36.305,9.8112072,1.000123058
36371250,0,4089,0,-0.04,25.5,36.37125,9.8112072,1.000123058
36437500,0,4081,0,0.635,25.5,36.4375,9.8112072,1.000123058
36503750,0,4095,0,-1.734,25.5,36.50375,9.8112072,1.000123058
36570000,0,4117,0,3.592,25.5,36.57,9.8112072,1.000123058
36636250,0,4094,0,0.173,25.5,36.63625,9.8112072,1.000123058
36702500,0,4116,0,0.677,25.5,36.7025,9.8112072,1.000123058
36768750,0,4098,0,-0.719,25.5,36.76875,9.8112072,1.000123058
36835000,0,4085,0,-0.189,25.5,36.835,9.8112072,1.000123058
36901250,0,4090,0,2.451,25.5,36.90125,9.8112072,1.000123058
36967500,0,4090,0,0.457,25.5,36.9675,9.8112072,1.000123058
37033750,0,4120,0,1.001,25.5,37.03375,9.8112072,1.000123058
37100000,0,4095,0,1.251,25.5,37.1,9.8112072,1.000123058
37166250,0,4095,0,-0.38,25.5,37.16625,9.8112072,1.000123058
37232500,0,4083,0,3.67,25.5,37.2325,9.8112072,1.000123058
37298750,0,4118,0,1.572,25.5,37.29875,9.8112072,1.000123058
37365000,0,4084,0,-1.925,25.5,37.365,9.8112072,1.000123058
37431250,0,4090,0,3.144,25.5,37.43125,9.8112072,1.000123058
37497500,0,4085,0,2.018,25.5,37.4975,9.8112072,1.000123058
37563750,0,4064,0,-3.85,25.5,37.56375,9.8112072,1.000123058
37630000,0,4114,0,1.934,25.5,37.63,9.8112072,1.000123058
37696250,0,4121,0,-2.512,25.5,37.69625,9.8112072,1.000123058
37762500,0,4106,0,0.623,25.5,37.7625,9.8112072,1.000123058
37828750,0,4126,0,-1.558,25.5,37.82875,9.8112072,1.000123058
37895000,0,4063,0,2.795,25.5,37.895,9.8112072,1.000123058
37961250,0,4096,0,0.071,25.5,37.96125,9.8112072,1.000123058
38027500,0,4108,0,-2.844,25.5,38.0275,9.8112072,1.000123058
38093750,0,4088,0,2.388,25.5,38.09375,9.8112072,1.000123058
38160000,0,4106,0,-3.408,25.5,38.16,9.8112072,1.000123058
38226250,0,4090,0,1.028,25.5,38.22625,9.8112072,1.000123058
38292500,0,4129,0,1.806,25.5,38.2925,9.8112072,1.000123058
38358750,0,4106,0,0.045,25.5,38.35875,9.8112072,1.000123058
38425000,0,4104,0,3.419,25.5,38.425,9.8112072,1.000123058
38491250,0,4089,0,-3.477,25.5,38.49125,9.8112072,1.000123058
38557500,0,4117,0,-1.214,25.5,38.5575,9.8112072,1.000123058
38623750,0,4097,0,0.203,25.5,38.62375,9.8112072,1.000123058
38690000,0,4106,0,0.71,25.5,38.69,9.8112072,1.000123058
38756250,0,4077,0,-1.056,25.5,38.75625,9.8112072,1.000123058
38822500,0,4071,0,0.552,25.5,38.8225,9.8112072,1.000123058
38888750,0,4103,0,0.868,25.5,38.88875,9.8112072,1.000123058
38955000,0,4100,0,-1.368,25.5,38.955,9.8112072,1.000123058
39021250,0,4098,0,1.185,25.5,39.02125,9.8112072,1.000123058
39087500,0,4088,0,-1.623,25.5,39.0875,9.8112072,1.000123058
39153750,0,4095,0,1.658,25.5,39.15375,9.8112072,1.000123058
39220000,0,4102,0,0.614,25.5,39.22,9.8112072,1.000123058
39286250,0,4101,0,-1.357,25.5,39.28625,9.8112072,1.000123058
39352500,0,4117,0,-5.052,25.5,39.3525,9.8112072,1.000123058
39418750,0,4093,0,-0.606,25.5,39.41875,9.8112072,1.000123058
39485000,0,4066,0,3.322,25.5,39.485,9.8112072,1.000123058
39551250,0,4106,0,2.185,25.5,39.55125,9.8112072,1.000123058
39617500,0,4097,0,1.777,25.5,39.6175,9.8112072,1.000123058
39683750,0,4088,0,1.11,25.5,39.68375,9.8112072,1.000123058
39750000,0,4068,0,-0.705,25.5,39.75,9.8112072,1.000123058
39816250,0,4106,0,0.251,25.5,39.81625,9.8112072,1.000123058
39882500,0,4061,0,-1.511,25.5,39.8825,9.8112072,1.000123058
39948750,0,4133,0,-1.707,25.5,39.94875,9.8112072,1.000123058
40015000,0,4088,0,0.229,25.5,40.015,9.8112072,1.000123058
40081250,0,4114,0,1.205,25.5,40.08125,9.8112072,1.000123058
40147500,0,4096,0,-1.766,25.5,40.1475,9.8112072,1.000123058
40213750,0,4076,0,0.057,25.5,40.21375,9.8112072,1.000123058
40280000,0,4115,0,-0.345,25.5,40.28,9.8112072,1.000123058
40346250,0,4079,0,3.641,25.5,40.34625,9.8112072,1.000123058
40412500,0,4093,0,-0.07,25.5,40.4125,9.8112072,1.000123058
40478750,0,4105,0,-1.887,25.5,40.47875,9.8112072,1.000123058
40545000,0,4084,0,-1.605,25.5,40.545,9.8112072,1.000123058
40611250,0,4101,0,2.503,25.5,40.61125,9.8112072,1.000123058
40677500,0,4104,0,0.715,25.5,40.6775,9.8112072,1.000123058
40743750,0,4095,0,-0.069,25.5,40.74375,9.8112072,1.000123058
40810000,0,4088,0,-2.435,25.5,40.81,9.8112072,1.000123058
40876250,0,4115,0,-0.658,25.5,40.87625,9.8112072,1.000123058
40942500,0,4098,0,-1.183,25.5,40.9425,9.8112072,1.000123058
41008750,0,4105,0,1.378,25.5,41.00875,9.8112072,1.000123058
41075000,0,4104,0,3.03,25.5,41.075,9.8112072,1.000123058
41141250,0,4090,0,-2.569,25.5,41.14125,9.8112072,1.000123058
41207500,0,4098,0,3.523,25.5,41.2075,9.8112072,1.000123058
41273750,0,4099,0,0.384,25.5,41.27375,9.8112072,1.000123058
41340000,0,4103,0,0.625,25.5,41.34,9.8112072,1.000123058
41406250,0,4093,0,-2.188,25.5,41.40625,9.8112072,1.000123058
41472500,0,4089,0,-0.247,25.5,41.4725,9.8112072,1.000123058
41538750,0,4101,0,1.398,25.5,41.53875,9.8112072,1.000123058
41605000,0,4108,0,-0.616,25.5,41.605,9.8112072,1.000123058
41671250,0,4091,0,-0.547,25.5,41.67125,9.8112072,1.000123058
41737500,0,4083,0,1.593,25.5,41.7375,9.8112072,1.000123058
41803750,0,4102,0,3.882,25.5,41.80375,9.8112072,1.000123058
41870000,0,4095,0,-0.148,25.5,41.87,9.8112072,1.000123058
41936250,0,4102,0,3.306,25.5,41.93625,9.8112072,1.000123058
42002500,0,4099,0,1.281,25.5,42.0025,9.8112072,1.000123058
42068750,0,4095,0,-2.484,25.5,42.06875,9.8112072,1.000123058
42135000,0,4097,0,0.916,25.5,42.135,9.8112072,1.000123058
42201250,0,4086,0,-0.678,25.5,42.20125,9.8112072,1.000123058
42267500,0,4112,0,0.344,25.5,42.2675,9.8112072,1.000123058
42333750,0,4079,0,-0.467,25.5,42.33375,9.8112072,1.000123058
42400000,0,4117,0,-0.8,25.5,42.4,9.8112072,1.000123058
42466250,0,4098,0,2.652,25.5,42.46625,9.8112072,1.000123058
42532500,0,4099,0,-0.471,25.5,42.5325,9.8112072,1.000123058
42598750,0,4111,0,-0.391,25.5,42.59875,9.8112072,1.000123058
42665000,0,4104,0,1.489,25.5,42.665,9.8112072,1.000123058
42731250,0,4111,0,-1.922,25.5,42.73125,9.8112072,1.000123058
42797500,0,4117,0,5.163,25.5,42.7975,9.8112072,1.000123058
42863750,0,4084,0,-0.655,25.5,42.86375,9.8112072,1.000123058
42930000,0,4059,0,3.035,25.5,42.93,9.8112072,1.000123058
42996250,0,4103,0,2.131,25.5,42.99625,9.8112072,1.000123058
43062500,0,4073,0,0.028,25.5,43.0625,9.8112072,1.000123058
43128750,0,4074,0,0.544,25.5,43.12875,9.8112072,1.000123058
43195000,0,4118,0,0.695,25.5,43.195,9.8112072,1.000123058
43261250,0,4074,0,0.452,25.5,43.26125,9.8112072,1.000123058
43327500,0,4089,0,-0.57,25.5,43.3275,9.8112072,1.000123058
43393750,0,4077,0,-3.411,25.5,43.39375,9.8112072,1.000123058
43460000,0,4091,0,4.436,25.5,43.46,9.8112072,1.000123058
43526250,0,4096,0,-1.567,25.5,43.52625,9.8112072,1.000123058
43592500,0,4110,0,1.393,25.5,43.5925,9.8112072,1.000123058
43658750,0,4109,0,-1.844,25.5,43.65875,9.8112072,1.000123058
43725000,0,4108,0,-1.427,25.5,43.725,9.8112072,1.000123058
43791250,0,4109,0,2.515,25.5,43.79125,9.8112072,1.000123058
43857500,0,4109,0,-2.635,25.5,43.8575,9.8112072,1.000123058
43923750,0,4095,0,1.794,25.5,43.92375,9.8112072,1.000123058
43990000,0,4070,0,1.075,25.5,43.99,9.8112072,1.000123058
44056250,0,4093,0,-2.375,25.5,44.05625,9.8112072,1.000123058
44122500,0,4095,0,0.448,25.5,44.1225,9.8112072,1.000123058
44188750,0,4110,0,2.83,25.5,44.18875,9.8112072,1.000123058
44255000,0,4106,0,-1.789,25.5,44.255,9.8112072,1.000123058
44321250,0,4104,0,1.106,25.5,44.32125,9.8112072,1.000123058
44387500,0,4079,0,-0.462,25.5,44.3875,9.8112072,1.000123058
44453750,0,4095,0,-2.355,25.5,44.45375,9.8112072,1.000123058
44520000,0,4098,0,-0.906,25.5,44.52,9.8112072,1.000123058
44586250,0,4105,0,0.374,25.5,44.58625,9.8112072,1.000123058
44652500,0,4103,0,1.413,25.5,44.6525,9.8112072,1.000123058
44718750,0,4096,0,-0.652,25.5,44.71875,9.8112072,1.000123058
44785000,0,4055,0,3.023,25.5,44.785,9.8112072,1.000123058
44851250,0,4109,0,0.376,25.5,44.85125,9.8112072,1.000123058
44917500,0,4113,0,3.089,25.5,44.9175,9.8112072,1.000123058
44983750,0,4087,0,-1.369,25.5,44.98375,9.8112072,1.000123058
45050000,0,4085,0,1.877,25.5,45.05,9.8112072,1.000123058
45116250,0,4092,0,-2.161,25.5,45.11625,9.8112072,1.000123058
45182500,0,4094,0,1.156,25.5,45.1825,9.8112072,1.000123058
45248750,0,4101,0,-1.75,25.5,45.24875,9.8112072,1.000123058
45315000,0,4081,0,0.846,25.5,45.315,9.8112072,1.000123058
45381250,0,4086,0,-1.011,25.5,45.38125,9.8112072,1.000123058
45447500,0,4115,0,-0.024,25.5,45.4475,9.8112072,1.000123058
45513750,0,4088,0,3.522,25.5,45.51375,9.8112072,1.000123058
45580000,0,4107,0,2.387,25.5,45.58,9.8112072,1.000123058
45646250,0,4105,0,1.047,25.5,45.64625,9.8112072,1.000123058
45712500,0,4121,0,0.107,25.5,45.7125,9.8112072,1.000123058
45778750,0,4098,0,-1.577,25.5,45.77875,9.8112072,1.000123058
45845000,0,4069,0,-2.578,25.5,45.845,9.8112072,1.000123058
45911250,0,4088,0,0.836,25.5,45.91125,9.8112072,1.000123058
45977500,0,4071,0,-0.627,25.5,45.9775,9.8112072,1.000123058
46043750,0,4120,0,2.57,25.5,46.04375,9.8112072,1.000123058
46110000,0,4093,0,-0.439,25.5,46.11,9.8112072,1.000123058
46176250,0,4073,0,-2.119,25.5,46.17625,9.8112072,1.000123058
46242500,0,4089,0,2.988,25.5,46.2425,9.8112072,1.000123058
46308750,0,4103,0,4.556,25.5,46.30875,9.8112072,1.000123058
46375000,0,4127,0,1.118,25.5,46.375,9.8112072,1.000123058
46441250,0,4102,0,0.226,25.5,46.44125,9.8112072,1.000123058
46507500,0,4115,0,2.658,25.5,46.5075,9.8112072,1.000123058
46573750,0,4096,0,1.683,25.5,46.57375,9.8112072,1.000123058
46640000,0,4071,0,1.523,25.5,46.64,9.8112072,1.000123058
46706250,0,4118,0,0.855,25.5,46.70625,9.8112072,1.000123058
46772500,0,4080,0,-0.579,25.5,46.7725,9.8112072,1.000123058
46838750,0,4101,0,2.818,25.5,46.83875,9.8112072,1.000123058
46905000,0,4110,0,-0.893,25.5,46.905,9.8112072,1.000123058
46971250,0,4078,0,-2.246,25.5,46.97125,9.8112072,1.000123058
47037500,0,4091,0,-0.2,25.5,47.0375,9.8112072,1.000123058
47103750,0,4086,0,-1.393,25.5,47.10375,9.8112072,1.000123058
47170000,0,4095,0,-1.204,25.5,47.17,9.8112072,1.000123058
47236250,0,4101,0,1.89,25.5,47.23625,9.8112072,1.000123058
47302500,0,4092,0,-0.772,25.5,47.3025,9.8112072,1.000123058
47368750,0,4107,0,-0.16,25.5,47.36875,9.8112072,1.000123058
47435000,0,4121,0,0.634,25.5,47.435,9.8112072,1.000123058
47501250,0,4109,0,0.246,25.5,47.50125,9.8112072,1.000123058
47567500,0,4162,0,-2.074,25.5,47.5675,9.8112072,1.000123058
47633750,0,4090,0,-3.742,25.5,47.63375,9.8112072,1.000123058
47700000,0,4116,0,-0.552,25.5,47.7,9.8112072,1.000123058
47766250,0,4093,0,-1.127,25.5,47.76625,9.8112072,1.000123058
47832500,0,4110,0,0.644,25.5,47.8325,9.8112072,1.000123058
47898750,0,4103,0,3.443,25.5,47.89875,9.8112072,1.000123058
47965000,0,4092,0,1.103,25.5,47.965,9.8112072,1.000123058
48031250,0,4097,0,-0.404,25.5,48.03125,9.8112072,1.000123058
48097500,0,4117,0,-0.745,25.5,48.0975,9.8112072,1.000123058
48163750,0,4095,0,-1.078,25.5,48.16375,9.8112072,1.000123058
48230000,0,4080,0,-0.315,25.5,48.23,9.8112072,1.000123058
48296250,0,4112,0,1.356,25.5,48.29625,9.8112072,1.000123058
48362500,0,4104,0,-0.221,25.5,48.3625,9.8112072,1.000123058
48428750,0,4069,0,2.197,25.5,48.42875,9.8112072,1.000123058
48495000,0,4104,0,-0.131,25.5,48.495,9.8112072,1.000123058
48561250,0,4084,0,-2.105,25.5,48.56125,9.8112072,1.000123058
48627500,0,4109,0,3.169,25.5,48.6275,9.8112072,1.000123058
48693750,0,4104,0,2.582,25.5,48.69375,9.8112072,1.000123058
48760000,0,4127,0,3.131,25.5,48.76,9.8112072,1.000123058
48826250,0,4093,0,-1.216,25.5,48.82625,9.8112072,1.000123058
48892500,0,4072,0,0.41,25.5,48.8925,9.8112072,1.000123058
48958750,0,4074,0,0.095,25.5,48.95875,9.8112072,1.000123058
49025000,0,4071,0,-4.225,25.5,49.025,9.8112072,1.000123058
49091250,0,4073,0,2.585,25.5,49.09125,9.8112072,1.000123058
49157500,0,4111,0,-1.63,25.5,49.1575,9.8112072,1.000123058
49223750,0,4106,0,-0.159,25.5,49.22375,9.8112072,1.000123058
49290000,0,4102,0,0.285,25.5,49.29,9.8112072,1.000123058
49356250,0,4107,0,1.133,25.5,49.35625,9.8112072,1.000123058
49422500,0,4117,0,1.948,25.5,49.4225,9.8112072,1.000123058
49488750,0,4127,0,-0.138,25.5,49.48875,9.8112072,1.000123058
49555000,0,4075,0,-3.686,25.5,49.555,9.8112072,1.000123058
49621250,0,4083,0,-2.864,25.5,49.62125,9.8112072,1.000123058
49687500,0,4083,0,0.666,25.5,49.6875,9.8112072,1.000123058
49753750,0,4067,0,0.641,25.5,49.75375,9.8112072,1.000123058
49820000,0,4062,0,4.264,25.5,49.82,9.8112072,1.000123058
49886250,0,4111,0,1.021,25.5,49.88625,9.8112072,1.000123058
49952500,0,4110,0,-0.294,25.5,49.9525,9.8112072,1.000123058
50018750,0,4104,0,0.424,25.5,50.01875,9.8112072,1.000123058
50085000,0,4118,0,0.977,25.5,50.085,9.8112072,1.000123058
50151250,0,4101,0,-2.417,25.5,50.15125,9.8112072,1.000123058
50217500,0,4093,0,-1.641,25.5,50.2175,9.8112072,1.000123058
50283750,0,4083,0,-0.284,25.5,50.28375,9.8112072,1.000123058
50350000,0,4096,0,1.712,25.5,50.35,9.8112072,1.000123058
